geoid,county,rent_cost,housing_mortgage,medincome,commuter,pop_housing,totpop,HHsize,HH,HousingUnits,OwnerUnits,RentalUnits,vehicle,public_transit,drivealone
484530021053,453,1286,2056,59219,362,519,519,1.84,282,326,157,125,444.0,0,310
484530021061,453,0,1939,78864,705,1089,1089,2.71,402,460,226,176,881.0,0,678
484530021062,453,2039,1895,67344,546,1065,1065,2.97,359,386,219,140,657.0,0,394
484530021063,453,0,1734,105385,583,920,933,2.32,396,430,370,26,,0,414
484530021071,453,1133,1563,58571,768,1141,1141,2.91,392,412,194,198,721.0,14,499
484530021072,453,968,2115,52604,616,1212,1220,3.14,386,406,248,138,667.0,0,429
484530021073,453,1319,2077,80938,503,987,1103,2.64,374,414,285,89,673.0,70,376
484530021074,453,878,1718,55227,752,1523,1524,3.45,442,461,168,274,883.0,17,643
484530021081,453,1076,1780,47254,1514,2770,2770,2.87,964,1081,421,543,1366.0,94,1298
484530021082,453,953,1854,32313,683,1312,1312,2.47,532,576,138,394,635.0,67,567
484530021091,453,1490,1276,63125,735,1104,1127,3.24,341,367,222,119,684.0,49,592
484530021092,453,1583,1825,70573,1084,1498,1498,2.46,609,701,385,224,1040.0,22,810
484530021093,453,825,1447,36713,762,1590,1618,2.41,661,695,294,367,813.0,50,634
484530021101,453,1220,1470,45471,1566,2981,3055,2.97,1005,1166,467,538,1864.0,131,1115
484530021102,453,1662,1881,65048,721,1166,1166,3.23,361,469,278,83,636.0,20,552
484530021111,453,759,1839,22439,937,2253,2253,3.54,637,696,189,448,1060.0,56,520
484530021112,453,747,1315,39048,526,1215,1215,2.68,454,512,343,111,778.0,0,425
484530021113,453,1375,1624,70046,1218,2174,2174,2.33,933,983,687,246,1474.0,87,836
484530021121,453,967,1408,26688,437,1104,1104,2.22,498,652,122,376,527.0,71,326
484530021122,453,1113,1954,40383,1166,2477,2489,3.11,797,894,230,567,1243.0,52,753
484530021123,453,1112,1658,52115,857,1776,1833,2.98,596,713,306,290,1041.0,105,546
484530021131,453,1183,1755,61143,1059,1964,1964,2.6,754,777,398,356,1286.0,64,818
484530021132,453,1949,2221,101319,488,705,705,3.0,235,235,165,70,570.0,0,391
484530021133,453,1648,2010,87150,649,1008,1034,2.41,419,523,324,95,732.0,0,564
484530022011,453,1374,1522,60132,602,1229,1229,3.61,340,340,165,175,693.0,35,495
484530022012,453,1400,1381,44722,399,994,994,3.07,324,354,174,150,607.0,14,300
484530022021,453,1448,1160,46622,1164,2301,2301,2.86,804,804,597,207,1882.0,45,1005
484530022022,453,1234,0,0,301,1335,1335,4.16,321,370,94,227,560.0,0,286
484530022023,453,1141,1110,39130,2285,6035,6111,4.05,1490,1608,580,910,2840.0,47,1699
484530022071,453,1306,1328,59014,1385,2878,2887,3.64,791,845,691,100,1782.0,0,994
484530022072,453,1559,1319,55568,3515,7041,7053,3.22,2190,2286,1797,393,4876.0,43,3143
484530022081,453,1647,1295,54079,665,1374,1374,3.07,448,470,381,67,991.0,0,606
484530022082,453,1190,794,42188,580,1694,1694,4.27,397,397,316,81,727.0,0,465
484530022083,453,0,0,0,0,0,1011,0.0,0,0,0,0,0.0,0,0
484530022084,453,1551,1484,68293,1214,2084,2095,3.04,686,727,510,176,1496.0,1,955
484530022085,453,918,1049,63315,967,2186,2186,5.1,429,452,338,91,1255.0,0,884
484530022091,453,1323,1390,60522,2445,5061,5061,3.38,1496,1755,1139,357,3248.0,0,1945
484530022092,453,1633,1286,71750,1351,2418,2418,3.06,791,808,647,144,1687.0,27,883
484530022093,453,1138,1443,86382,1443,2706,2706,3.19,849,876,752,97,1929.0,0,1192
484530022101,453,1192,1463,88438,1111,2263,2263,3.83,591,596,477,114,1297.0,0,765
484530022102,453,1050,1465,63512,1251,2861,2861,3.79,755,838,675,80,1825.0,0,763
484530022111,453,1319,1699,75719,1664,3069,3069,3.07,999,1033,775,224,2099.0,0,1382
484530022121,453,1823,1539,83958,541,1452,1452,3.98,365,365,319,46,777.0,23,395
484530023041,453,1346,0,52443,677,874,874,1.63,535,585,0,535,635.0,37,380
484530023042,453,1762,1384,90532,2117,2384,2384,1.61,1478,1660,53,1425,1957.0,60,1233
484530023043,453,1248,0,50381,688,942,942,2.07,454,556,6,448,,31,435
484530023071,453,1204,1833,71379,805,1077,1077,1.96,550,634,177,373,800.0,58,625
484530023072,453,1138,1110,45272,1828,2766,2766,1.91,1445,1585,117,1328,1584.0,79,1178
484530023073,453,1074,1226,72750,547,1011,1011,3.33,304,304,106,198,638.0,54,398
484530023074,453,1253,1839,49712,637,1093,1093,2.29,477,494,125,352,817.0,19,470
484530023081,453,0,1444,85946,786,1251,1251,2.0,625,625,213,412,641.0,97,541
484530023082,453,1574,2081,62016,789,1061,1061,1.99,534,534,191,343,848.0,67,576
484530023083,453,999,0,20500,628,733,1898,1.52,482,519,10,472,,112,287
484530023084,453,1207,0,53672,1510,2257,2257,2.16,1043,1233,57,986,,45,1153
484530023101,453,738,979,40000,310,561,561,2.67,210,237,109,101,312.0,27,268
484530023102,453,1134,1131,44261,1077,2329,2329,3.74,623,678,341,282,1325.0,0,860
484530023121,453,913,1451,0,384,1078,1083,2.26,476,522,254,222,568.0,16,300
484530023122,453,1113,1276,37679,1422,3335,3335,3.49,955,1025,446,509,1695.0,67,938
484530023123,453,1316,1996,51441,1854,4135,4172,3.32,1245,1278,380,865,2046.0,61,1305
484530023131,453,1138,1596,46618,1603,2255,2260,1.94,1164,1281,121,1043,1375.0,238,979
484530023132,453,1093,1750,39097,1027,2329,2329,2.55,915,980,118,797,1045.0,0,756
484530023141,453,1297,0,0,285,538,538,1.97,273,295,0,273,278.0,0,213
484530023142,453,1257,2716,62113,1597,1899,1917,1.81,1049,1145,209,840,1402.0,110,1144
484530023143,453,1127,0,58594,491,765,765,2.0,382,543,0,382,545.0,29,398
484530023144,453,1221,0,41439,1461,2172,2172,3.03,716,764,0,716,973.0,77,1078
484530023151,453,1141,1275,36993,1099,1504,1504,2.07,725,805,227,498,866.0,150,703
484530023152,453,1036,0,38176,1032,1450,1450,1.92,754,871,0,754,1000.0,87,705
484530023161,453,997,0,43315,1137,1444,1444,2.02,716,866,11,705,,118,722
484530023162,453,1065,0,30068,1135,1853,1853,2.27,815,880,16,799,,163,640
484530023163,453,1168,0,39980,1052,1290,1290,2.19,589,685,0,589,750.0,23,666
484530023171,453,899,0,38683,3473,5233,5233,2.97,1762,2004,120,1642,,884,2057
484530023172,453,981,0,25709,948,1348,1348,3.43,393,393,0,393,719.0,359,563
484530023181,453,891,1330,40133,3130,4848,4848,2.53,1916,2192,246,1670,2590.0,481,2090
484530023182,453,939,1412,58929,1374,2364,2367,3.09,766,797,363,403,1366.0,63,1135
484530023191,453,0,0,0,10,0,2368,0.0,0,0,0,0,0.0,7,2
484530024021,453,1776,1639,69063,718,1160,1160,2.19,529,574,391,138,895.0,0,653
484530024022,453,1218,1381,71250,1545,2376,2381,2.36,1007,1007,491,516,1580.0,126,1238
484530024023,453,1956,1471,102778,592,997,1002,3.54,282,282,112,170,657.0,0,565
484530024024,453,1278,1464,61788,3044,3971,3971,1.93,2057,2178,146,1911,2959.0,120,2808
484530024031,453,1213,2041,68036,732,1210,1210,2.56,472,496,340,132,740.0,54,497
484530024032,453,1524,1667,70982,947,1533,1533,2.47,621,665,316,305,1129.0,0,722
484530024071,453,1417,2153,74740,3399,5857,5874,2.48,2360,2700,1156,1204,4715.0,96,2983
484530024072,453,0,1819,102216,511,789,789,2.31,342,404,328,14,,0,374
484530024091,453,0,1738,81453,647,1039,1047,2.5,416,425,332,84,910.0,0,431
484530024092,453,1484,0,76481,853,1276,1276,2.44,522,548,208,314,955.0,30,623
484530024093,453,1596,1530,64740,720,1263,1263,2.47,512,537,394,118,1020.0,35,543
484530024101,453,1251,1250,57321,1470,2461,2461,2.38,1034,1034,301,733,1551.0,56,1070
484530024102,453,1147,1661,55125,1139,1940,1958,2.44,796,818,154,642,1311.0,20,933
484530024111,453,1205,1188,44000,1426,2505,2755,3.15,796,855,102,694,1329.0,85,815
484530024112,453,1157,1173,41250,988,2492,2492,3.78,659,698,366,293,1389.0,0,798
484530024113,453,1177,1175,41667,893,2172,2172,4.1,530,530,324,206,1184.0,42,732
484530024121,453,1778,1100,55250,653,1271,1271,3.59,354,397,220,134,700.0,52,511
484530024122,453,1613,1358,71274,1148,2337,2337,4.52,517,536,340,177,1104.0,32,880
484530024123,453,1193,1132,49279,1057,2531,2557,4.14,611,628,352,259,1158.0,36,664
484530024131,453,1157,0,32212,395,1079,1079,3.45,313,313,62,251,438.0,29,362
484530024132,453,1042,1039,29821,954,2580,2585,3.87,666,666,143,523,1037.0,93,671
484530024133,453,1148,961,63125,670,1381,1381,3.5,395,395,212,183,822.0,6,485
484530024191,453,1038,0,41301,1416,2668,2668,2.61,1022,1105,13,1009,,147,959
484530024192,453,1108,0,37388,1473,2277,2277,2.16,1054,1141,0,1054,1235.0,119,1080
484530024211,453,1265,2179,59579,4264,6778,6780,2.26,3004,3204,541,2463,4531.0,123,3548
484530024212,453,2147,1604,84200,1417,2654,2671,2.88,922,950,806,116,1717.0,30,1116
484530024213,453,1208,1574,60561,1082,1529,1529,1.83,837,971,400,437,1214.0,11,777
484530024221,453,1479,1402,65766,1520,2226,2239,2.13,1047,1108,498,549,1705.0,92,1298
484530024222,453,1054,0,40313,762,1185,1185,1.73,684,742,27,657,,115,588
484530024223,453,1307,1477,72070,1410,2646,2646,2.7,981,1042,839,142,1752.0,46,1280
484530024231,453,1906,1554,93731,1185,1535,1558,2.09,736,736,554,182,1401.0,4,1014
484530024232,453,1982,1707,86888,1424,2300,2310,2.62,877,904,701,176,1828.0,13,1201
484530024233,453,1481,1625,50424,1375,2139,2139,2.15,996,1063,427,569,1394.0,39,1195
484530024241,453,1418,1887,61144,429,981,1023,3.3,297,355,224,73,604.0,0,349
484530024242,453,1297,1409,55920,1741,2865,2875,2.41,1189,1256,523,666,1854.0,59,1237
484530024251,453,1247,1603,53295,1247,1924,1924,2.24,858,909,151,707,1335.0,10,952
484530024252,453,1900,1834,102893,1256,2418,2418,3.24,747,794,605,142,1608.0,0,986
484530024261,453,1627,1413,82582,4998,8847,8847,3.27,2702,2745,2171,531,5319.0,43,4074
484530024262,453,1198,0,53750,576,895,895,2.49,360,360,173,187,762.0,36,365
484530024271,453,1330,1064,46071,577,1006,1009,3.18,316,375,167,149,856.0,0,361
484530024272,453,1530,1289,70753,1229,2089,2089,3.08,679,743,525,154,1351.0,21,873
484530024273,453,1248,1199,40238,1508,2906,2906,2.87,1013,1041,349,664,1777.0,0,1105
484530024274,453,1114,1217,47266,988,2042,2042,3.49,585,585,288,297,1183.0,0,848
484530024281,453,0,1972,113623,820,1740,1755,2.27,767,783,726,41,1401.0,0,613
484530024282,453,1378,1632,77621,3595,6536,6536,2.68,2436,2574,1565,871,4745.0,17,2911
484530024291,453,1373,1473,54651,868,1645,1645,2.4,684,831,60,624,975.0,14,736
484530024301,453,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
484530024302,453,0,0,0,0,35,35,1.67,21,59,21,0,,0,0
484530024303,453,1186,1217,55192,1303,2558,2558,3.37,760,781,509,251,1296.0,6,1108
484530024311,453,963,1600,76652,1110,2744,2744,4.74,579,638,239,340,1200.0,14,562
484530024312,453,987,1521,65408,1717,2915,2915,3.12,934,962,675,259,1872.0,0,1255
484530024313,453,1118,1307,64405,2043,4240,4240,3.68,1153,1240,884,269,2627.0,0,1595
484530024321,453,1621,1911,97750,1013,1750,1750,3.14,557,657,488,69,1171.0,0,726
484530024322,453,1302,835,60568,551,1232,1232,3.72,331,355,278,53,787.0,0,414
484530024331,453,1133,958,51919,890,2232,2232,3.81,586,623,512,74,1336.0,0,651
484530024332,453,1669,1397,65909,3855,7226,7226,3.57,2022,2042,1690,332,4506.0,34,3084
484530024341,453,996,1503,57963,734,1594,1661,3.41,468,524,362,106,1068.0,3,535
484530024351,453,1087,1175,60494,1398,2536,2541,3.12,814,1071,610,204,1649.0,0,862
484530024352,453,1530,1516,68611,3119,5777,5777,4.13,1398,1495,1086,312,3624.0,0,2655
484530024361,453,1053,1240,63125,1323,2768,2768,3.7,748,833,597,151,1737.0,0,1024
484530025001,453,0,2907,183654,529,1139,1139,3.18,358,358,358,0,762.0,17,397
484530025002,453,1978,2599,106019,784,1373,1380,2.34,588,641,402,186,976.0,24,586
484530025003,453,1237,1972,64107,1245,1809,1809,1.68,1078,1078,328,750,1691.0,138,959
484530025004,453,1217,0,59611,942,1723,1728,1.76,979,1105,53,926,1209.0,17,682
484539800001,453,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
484910201051,491,0,1814,67218,83,1352,1352,1.75,773,838,753,20,,0,31
484910201052,491,1801,1940,78170,607,2657,2657,2.02,1318,1450,1182,136,2248.0,0,340
484910201053,491,1790,2150,97024,491,2982,2982,2.06,1450,1450,1310,140,2709.0,0,319
484910201061,491,0,2646,156793,1331,2974,2974,2.9,1027,1027,1003,24,,0,1106
484910201062,491,2020,2024,117237,998,1849,1849,2.93,632,632,501,131,1333.0,0,799
484910201071,491,0,1419,54566,247,1282,1282,1.57,815,815,746,69,,0,213
484910201072,491,1640,1431,79646,273,2057,2057,1.68,1223,1290,1174,49,,0,195
484910201073,491,1722,1236,49816,425,2203,2203,1.69,1301,1354,1090,211,1776.0,0,276
484910201081,491,769,2463,124423,359,715,715,2.45,292,305,274,18,701.0,0,318
484910201082,491,0,1762,119375,535,1247,1252,3.57,349,362,336,13,,0,413
484910201083,491,0,1984,56875,339,1222,1229,2.25,542,542,262,280,866.0,0,283
484910201091,491,0,2904,169063,482,1141,1141,3.27,349,349,343,6,,0,384
484910201092,491,0,2859,137344,551,1242,1242,3.74,332,332,318,14,,0,452
484910201093,491,2196,2087,117292,640,1332,1332,3.34,399,399,365,34,991.0,0,512
484910201101,491,0,2655,151523,1191,2486,2486,3.12,797,822,775,22,,0,807
484910201102,491,0,2956,145625,737,1447,1447,2.97,488,488,488,0,1120.0,12,613
484910201103,491,0,1833,82386,1016,2016,2016,2.46,821,821,576,245,1477.0,0,843
484910201111,491,2563,1884,82656,756,1887,1922,2.28,827,842,625,202,1540.0,0,679
484910201112,491,1264,1560,74511,803,1521,1521,3.07,496,496,312,184,1107.0,16,661
484910201121,491,1606,2968,165927,2192,4287,4287,3.17,1351,1479,1121,230,3331.0,13,1694
484910201122,491,0,2107,114306,401,971,971,2.74,355,355,342,13,,0,254
484910201131,491,1137,1713,51875,909,1898,1982,2.97,638,790,165,473,1068.0,12,671
484910201132,491,1676,1383,59563,462,976,976,3.8,257,275,235,22,671.0,0,382
484910201141,491,1073,1251,43297,1170,2734,2734,2.41,1135,1303,267,868,1551.0,0,1007
484910201142,491,1294,1511,63692,1115,2939,2939,3.1,947,947,542,405,1722.0,0,848
484910201143,491,981,1466,55307,611,1122,1142,2.59,434,434,163,271,726.0,0,578
484910201151,491,1235,1905,96048,1066,3262,3262,2.58,1262,1282,1074,188,2255.0,0,816
484910201152,491,1908,2121,106000,828,2098,2098,3.58,586,586,555,31,1267.0,0,722
484910202011,491,753,1488,71250,233,427,427,3.39,126,149,99,27,,0,165
484910202012,491,936,1778,69500,446,1008,1008,3.04,332,397,230,102,725.0,0,373
484910202021,491,1067,2064,83558,720,1841,1952,3.51,524,524,385,139,1166.0,0,580
484910202022,491,0,2308,117206,1289,2289,2289,3.53,648,688,596,52,,30,1011
484910202023,491,0,2532,98917,1036,1695,1695,3.23,525,564,474,51,,0,883
484910202031,491,1737,1518,70833,572,2826,2847,1.9,1486,1525,1428,58,2273.0,7,462
484910202032,491,0,1831,88011,116,758,758,2.03,373,373,357,16,,0,94
484910202041,491,744,1327,35147,334,874,874,2.7,324,365,173,151,602.0,0,269
484910202042,491,0,2595,130875,858,1681,1681,3.1,543,584,433,110,1251.0,0,600
484910202043,491,0,2581,118125,928,1841,1841,3.37,546,546,537,9,,0,646
484910202044,491,974,0,49565,191,566,571,2.98,190,190,103,87,320.0,0,131
484910203011,491,498,1567,63542,1418,2501,2501,2.62,955,1032,671,284,2013.0,87,1027
484910203012,491,981,2477,103654,823,1737,1750,3.34,520,575,460,60,1395.0,11,607
484910203013,491,1602,1785,88333,2184,4366,4366,3.08,1418,1451,1258,160,2938.0,40,1933
484910203021,491,1345,2665,99063,1036,2309,2309,3.11,742,928,576,166,1482.0,20,809
484910203022,491,1716,1803,104321,1984,4047,4047,3.14,1289,1355,1101,188,2813.0,12,1552
484910203101,491,0,2758,139570,1504,3011,3031,3.46,871,923,839,32,,0,1302
484910203102,491,1344,1990,115714,682,1306,1318,2.81,464,477,424,40,976.0,0,613
484910203111,491,1349,2380,82406,3031,5128,5128,2.15,2389,2573,718,1671,3586.0,55,2453
484910203112,491,1989,2256,107721,1049,1994,1994,3.15,634,720,419,215,1101.0,30,892
484910203121,491,0,2009,60821,695,1135,1135,3.85,295,295,212,83,,0,522
484910203122,491,1514,1805,104409,2331,4276,4276,3.22,1329,1437,1261,68,3065.0,24,1949
484910203123,491,1609,1310,57888,1415,3099,3099,3.26,952,952,626,326,1748.0,22,1207
484910203124,491,1662,1681,93229,1554,2843,2843,4.73,601,601,463,138,1451.0,0,1339
484910203131,491,2067,2340,141000,1695,3338,3338,3.68,908,908,816,92,2025.0,0,1346
484910203132,491,1594,1576,103713,1781,3220,3220,3.56,904,904,518,386,1759.0,29,1205
484910203133,491,0,1457,76583,595,1436,1436,3.55,404,404,370,34,,39,397
484910203134,491,1299,2166,87772,1970,2772,2772,2.68,1033,1076,417,616,1918.0,80,1618
484910203141,491,0,1424,85025,1373,2725,2725,3.24,841,841,724,117,1802.0,37,1170
484910203142,491,2047,2124,92468,1277,2412,2412,3.74,645,730,558,87,1520.0,8,1003
484910203143,491,1552,1781,80532,1976,3975,3975,3.02,1316,1364,729,587,2344.0,135,1414
484910203151,491,1658,2865,162355,3572,7527,7527,3.51,2145,2293,1792,353,4441.0,23,2660
484910203152,491,1414,2104,81328,489,1231,1231,2.79,441,492,226,215,679.0,0,424
484910203161,491,1671,2494,118049,924,2109,2109,3.1,680,710,465,215,1333.0,22,683
484910203162,491,1231,1564,63820,2221,3440,3538,1.95,1761,2010,543,1218,2801.0,85,1832
484910203171,491,1465,2737,85703,1086,2216,2216,3.3,671,813,381,290,1419.0,0,863
484910203172,491,1464,2157,77150,1462,3071,3071,2.83,1085,1123,382,703,1771.0,11,1100
484910203181,491,2185,2056,97138,1623,3857,3857,3.52,1095,1129,915,180,2203.0,51,1266
484910203182,491,1227,1844,85125,2168,3945,3963,2.76,1431,1593,683,748,2540.0,93,1615
484910203183,491,1373,1697,59557,824,1263,1263,2.55,496,539,294,202,863.0,0,636
484910203191,491,2108,2062,129057,1641,3254,3254,3.38,964,997,881,83,2009.0,13,1254
484910203192,491,1762,1699,80288,2530,5140,5140,3.85,1334,1334,920,414,2902.0,17,2091
484910203201,491,1769,1774,99026,1057,2026,2026,3.23,628,628,542,86,1534.0,19,875
484910203202,491,0,1568,76125,373,862,870,3.09,279,279,264,15,,0,291
484910203203,491,1697,1744,98667,1574,2563,2563,2.3,1113,1113,771,342,2027.0,35,1199
484910203204,491,1882,1806,112083,743,1302,1302,2.76,471,471,419,52,908.0,21,612
484910203211,491,1441,1395,66202,512,1075,1075,3.12,345,345,266,79,696.0,0,421
484910203212,491,940,1408,60625,537,978,986,2.59,378,417,293,85,715.0,0,466
484910203221,491,1797,2057,109592,1030,1863,1875,2.84,657,695,511,146,1402.0,11,837
484910203222,491,1089,1662,86406,913,1658,1658,3.52,471,471,368,103,948.0,41,717
484910203223,491,1378,2011,90222,1841,3057,3057,2.88,1061,1061,738,323,2114.0,0,1560
484910203224,491,1078,1457,44338,1371,2492,2500,2.56,974,1012,409,565,1560.0,0,951
484910203231,491,1316,1885,69904,1281,2691,2691,3.55,759,837,361,398,1508.0,20,1092
484910203232,491,1635,1773,99167,678,1196,1196,3.23,370,408,216,154,742.0,7,493
484910203241,491,2146,2643,137500,2047,5257,5257,3.81,1378,1378,1175,203,3093.0,42,1687
484910203242,491,1435,1570,99022,465,779,894,2.56,304,304,258,46,592.0,0,465
484910203243,491,988,1720,101050,2497,4327,4327,2.93,1477,1537,1140,337,2746.0,32,1774
484910203251,491,1288,1501,62952,1062,2514,2514,3.79,663,705,322,341,1275.0,18,896
484910203252,491,1447,1200,62702,438,1025,1031,3.67,279,279,156,123,503.0,1,359
484910203261,491,2096,2473,151607,1430,2900,2900,3.37,861,874,798,63,1938.0,0,1152
484910203262,491,1742,2125,128500,1566,3034,3034,3.12,972,1093,763,209,1956.0,0,1313
484910203271,491,1531,2109,110139,1006,1931,1931,2.89,669,720,555,114,1430.0,18,753
484910203272,491,1297,1375,62991,510,884,884,2.92,303,343,157,146,560.0,0,324
484910203281,491,928,1691,95197,1593,3263,3263,2.75,1188,1239,837,351,2146.0,24,1247
484910203282,491,2048,1868,96196,855,1587,1587,3.08,516,516,452,64,1090.0,0,668
484910203283,491,0,1919,104432,1370,2668,2668,3.55,752,794,550,202,1648.0,13,962
484910204031,491,2137,2041,119881,668,1289,1306,3.47,372,372,311,61,819.0,11,536
484910204032,491,1247,1646,61250,576,1101,1101,2.49,442,500,230,212,731.0,0,379
484910204041,491,1637,1540,80972,799,1666,1666,2.43,687,687,441,246,1101.0,0,656
484910204042,491,1632,1685,96550,1084,2111,2111,3.51,601,610,530,71,1236.0,0,853
484910204051,491,1245,0,41635,520,948,948,2.54,373,439,84,289,511.0,0,394
484910204052,491,1599,1526,100025,763,1568,1568,2.95,531,588,336,195,892.0,0,610
484910204053,491,1242,1982,59461,1001,1810,1810,3.03,598,685,221,377,1139.0,0,810
484910204054,491,1186,1527,59514,1316,2059,2059,2.05,1005,1108,323,682,1463.0,12,1210
484910204061,491,1278,0,58608,1798,2914,2928,2.48,1177,1391,80,1097,1855.0,20,1400
484910204062,491,1204,1672,60932,2513,3726,3726,1.99,1869,2212,363,1506,2694.0,30,2060
484910204081,491,1478,1660,94769,1247,2277,2277,2.53,899,1079,221,678,1583.0,10,972
484910204082,491,1363,1602,70993,1003,1398,1398,2.87,487,508,220,267,852.0,33,867
484910204083,491,0,2073,95769,313,801,801,3.15,254,275,254,0,519.0,10,274
484910204091,491,1381,1791,83506,1976,2818,2818,1.88,1498,1542,432,1066,2243.0,17,1692
484910204092,491,1424,2038,113348,1289,2149,2149,2.86,751,850,591,160,1506.0,0,1126
484910204101,491,2215,2280,122500,716,1435,1435,2.78,516,516,441,75,954.0,0,438
484910204102,491,1376,1930,56681,1186,1953,1953,2.01,971,971,341,630,1182.0,91,835
484910204103,491,0,1676,91288,479,872,872,3.21,272,272,248,24,,0,316
484910204104,491,989,1662,69017,820,1155,1155,1.73,669,762,235,434,906.0,0,675
484910204111,491,1507,2006,128529,1834,2980,2980,3.08,966,966,706,260,1955.0,14,1492
484910204112,491,1565,1983,90278,1105,1812,1812,2.85,636,689,362,274,1246.0,19,868
484910204113,491,0,1908,133214,338,434,434,2.11,206,206,162,44,333.0,0,257
484910205031,491,0,2307,128250,1564,2725,2725,3.1,879,938,864,15,,0,1098
484910205032,491,1664,1783,126042,636,1488,1488,3.34,445,490,394,51,,0,469
484910205033,491,0,1876,90096,838,1912,1912,3.03,631,714,569,62,1403.0,0,687
484910205041,491,1705,1393,79362,1457,2582,2582,4.9,527,544,258,269,1263.0,106,1248
484910205042,491,1328,1369,62328,1113,1649,1649,2.84,580,664,241,339,1049.0,0,972
484910205043,491,1198,1130,60346,2933,4495,4495,2.46,1827,2094,395,1432,2868.0,0,2174
484910205044,491,1212,2168,58258,1408,2027,2027,2.22,913,936,98,815,1393.0,14,1136
484910205051,491,0,2115,141833,1149,2039,2039,3.12,654,665,620,34,1384.0,4,867
484910205052,491,1654,1908,126458,370,743,880,2.83,263,263,231,32,540.0,0,277
484910205061,491,1500,2260,104211,1661,2986,2986,3.27,912,1063,756,156,1929.0,0,1309
484910205062,491,1644,1554,75427,907,1549,1549,2.78,558,597,370,188,1089.0,0,844
484910205063,491,2109,2182,125847,1010,1879,1879,3.5,537,537,465,72,1251.0,0,722
484910205071,491,1619,1775,81067,1007,1948,1948,2.96,657,657,352,305,1202.0,0,828
484910205072,491,2133,2092,140250,487,955,955,3.62,264,264,217,47,627.0,0,387
484910205081,491,1242,1791,58186,2508,4036,4036,2.23,1812,1979,203,1609,2633.0,78,1898
484910205082,491,2133,2193,143043,456,1002,1002,2.96,338,358,272,66,614.0,0,385
484910205091,491,3065,3221,165350,1161,2640,2640,3.65,723,723,676,47,1684.0,0,925
484910205092,491,1738,1500,69479,637,1261,1261,3.0,421,421,341,80,685.0,0,426
484910205093,491,2321,2811,165125,1441,3305,3305,3.82,866,886,812,54,2043.0,0,1143
484910205101,491,2651,2764,147700,2414,5385,5385,3.6,1496,1589,1306,190,3014.0,0,1887
484910205102,491,0,2423,117250,584,1122,1122,3.01,373,373,373,0,779.0,9,535
484910205103,491,0,2238,132778,514,1135,1135,3.66,310,310,292,18,,66,309
484910205104,491,1382,1995,83750,1813,3323,3323,3.09,1074,1115,503,571,2027.0,18,1216
484910206021,491,1960,1891,108889,1384,2482,2482,3.22,772,800,706,66,1943.0,46,1056
484910206022,491,895,0,40417,487,1103,1103,3.06,361,371,69,292,574.0,0,462
484910206023,491,1603,1338,79779,1337,2619,2619,4.21,622,681,429,193,1389.0,10,1007
484910206031,491,0,2691,159320,1854,4071,4071,3.75,1087,1139,1026,61,2631.0,15,1543
484910206032,491,0,2897,149667,1631,4043,4043,3.84,1052,1075,1014,38,,11,1364
484910206033,491,0,2711,171155,1096,2503,2503,3.87,647,647,612,35,,0,828
484910206041,491,0,2387,152663,2249,4714,4714,3.62,1303,1354,1288,15,,39,1757
484910206042,491,1175,1493,66975,1653,3417,3417,3.17,1079,1121,469,610,1823.0,0,1071
484910206051,491,2193,2274,125329,2611,5569,5569,3.65,1524,1592,1323,201,3257.0,0,2148
484910206052,491,1835,1776,102120,1388,3294,3294,2.99,1102,1113,911,191,2103.0,0,1140
484910207011,491,1036,1454,43750,768,1217,1217,2.97,410,479,116,294,652.0,0,433
484910207012,491,805,1216,43125,507,1163,1318,2.84,409,470,132,277,681.0,0,458
484910207031,491,1236,1961,62188,1231,2491,2491,3.06,815,913,291,524,1291.0,0,912
484910207032,491,1453,1493,75933,1702,2997,2997,2.19,1367,1691,603,764,2124.0,0,1505
484910207033,491,0,1282,62763,1138,2389,2389,3.77,634,634,480,154,,0,816
484910207034,491,1493,1655,89177,1922,3925,3925,3.37,1166,1166,896,270,2530.0,47,1577
484910207041,491,1199,1619,59318,1474,2638,2638,2.6,1014,1178,412,602,1750.0,0,1360
484910207042,491,966,1234,56111,985,1906,1906,3.11,612,664,307,305,1223.0,0,799
484910207043,491,1279,0,51250,1023,1746,1746,2.82,620,620,27,593,,0,889
484910207061,491,1576,2160,144825,1221,2649,2649,3.75,707,707,658,49,1668.0,0,883
484910207062,491,2500,2452,134886,952,1862,1862,3.63,513,513,467,46,1231.0,15,621
484910207071,491,1555,1347,71875,1595,3271,3271,2.96,1105,1127,767,338,2252.0,0,1314
484910207072,491,1236,1553,57716,1378,2421,2421,3.22,751,962,294,457,1327.0,0,1190
484910207081,491,1884,1653,101047,1937,3458,3458,3.25,1064,1064,875,189,2220.0,0,1426
484910207082,491,0,2235,127639,1312,2550,2550,3.94,648,742,626,22,,0,1144
484910207083,491,1981,1706,117949,1233,2207,2207,3.29,670,711,645,25,1547.0,0,944
484910208031,491,1160,1196,74420,1054,1938,1938,2.93,661,746,531,130,1401.0,0,759
484910208032,491,0,1471,0,705,1362,1362,5.43,251,272,220,31,,0,508
484910208033,491,1691,1658,93299,918,1725,1725,2.92,591,628,518,73,1173.0,0,839
